Id
Joseph Sambrook
Thomas A. McMahon
Brian Finlayson
Peter J. Mucha
Thomas Richardson
K. T. Macon
Mason A. Porter
Jukka-Pekka Onnela
Merlinda Andoni
Valentin Robu
David Flynn
Simone Abram
Dale Geach
David Jenkins
Peter McCallum
Andrew Peacock
Giuseppe Carleo
J. I. Cirac
K. Cranmer
Laurent Daudet
Maria Schuld
Naftali Tishby
Leslie Vogt-Maranto
Lenka Zdeborová
Fernando C. N. Pereira
William Bialek
Jesse Yli-Huumo
Deokyoon Ko
Sujin Choi
Sooyong Park
Kari Smolander
Nicholas R. Jennings
Katia Sycara
Michael Wooldridge
Joseph A. Goguen
José Meseguer
Sitaram Asur
Bernardo A. Huberman
Christopher Targett
Qinfeng Shi
Anton van den Hengel
Ruining He
Guansong Pang
Chunhua Shen
Longbing Cao
J. Illingworth
Josef Kittler
Cristina Mamédio da Costa Santos
Cibele Andrucioli de Mattos Pimenta
Moacyr Roberto Cucê Nobre
Yaqing Wang
Quanming Yao
James T. Kwok
Lionel M. Ni
Jie Tang
Jing Zhang
Limin Yao
Juanzi Li
Zhong Su
Fran Casino
Thomas K. Dasaklis
Constantinos Patsakis
Claire Bless
Craig Higson-Smith
Ashraf Kagee
Soujanya Poria
Rajiv Bajpai
Amir Hussain
Björn W. Schuller
Yunqing Xia
Catherine Havasi
Kenneth E. Peters
Clifford C. Walters
J. Michael Moldowan
Reza Shokri
Vitaly Shmatikov
Jørgen Bang‐Jensen
Gregory Gutin
Kevin D. Haggerty
Richard V. Ericson
Nicolas Guex
Manuel C. Peitsch
Torsten Schwede
Haixiang Guo
Yijing Li
Jennifer Shang
Mingyun Gu
Yuanyue Huang
Bing Gong
Randi Vita
Swapnil Mahajan
James A. Overton
Sandeep Kumar Dhanda
Sheridan Martini
Jason R Cantrell
Daniel K Wheeler
Alessandro Sette
Bjoern Peters
Jason Greenbaum
Julia Ponomarenko
Jason D. Clark
Joseph L. Gabbard
Deborah Hix
Tibor Auer
Vince D. Calhoun
R. Cameron Craddock
Samir Das
Eugene Duff
Guillaume Flandin
Daniel A. Handwerker
Michael Hanke
David B. Keator
Xiangrui Li
Zachary Michael
Camille Maumet
B. Nolan Nichols
John Pellman
Ariel Rokem
Gunnar Schaefer
William Triplett
Jessica A. Turner
Gaël Varoquaux
Carsten Q. Schneider
Claudius Wagemann
S. C. Pearce
George E. P. Box
W. G. Hunter
J. Stuart Hunter
William G. Hunter
Pol Coppin
Inge Jonckheere
Kristiaan Nackaerts
Bart Muys
Éric F. Lambin
J.K. Aggarwal
Michael S. Ryoo
Susumu Mori
Peter C.M. van Zijl
Viswanath Venkatesh
Susan A. Brown
Hillol Bala
James Y.L. Thong
Xu Xin
Paola Gramatica
Artem Cherkasov
Eugene Muratov
Denis Fourches
Alexandre Varnek
Igor I. Baskin
Mark T.D. Cronin
John C. Dearden
Yvonne C. Martin
Roberto Todeschini
Viviana Consonni
V. Е. Kuz’min
Richard D. Cramer
Romualdo Benigni
Chihae Yang
James F. Rathman
Lothar Terfloth
Johann Gasteiger
Ann M. Richard
Alexander Tropsha
Emiliano Sisinni
Abusayeed Saifullah
Song Han
Ulf Jennehag
Mikael Gidlund
Yvonne Rogers
Mike Scaife
David B. Kolesky
Ryan L. Truby
A. Sydney Gladman
Travis A. Busbee
Kimberly A. Homan
Jennifer A. Lewis
Aki Vehtari
Andrew Gelman
Jonah Gabry
Sara Steegen
Francis Tuerlinckx
Wolf Vanpaemel
Christen Erlingsson
Petra Brysiewicz
Matthias Baldauf
Florian Rosenberg
M. Papazoglou
Paolo Traverso
Frank Leymann
Yanqing Duan
John S. Edwards
Yogesh K. Dwivedi
David L. Hughes
Crispin Coombs
Ioanna Constantiou
Babita Gupta
Banita Lal
Santosh K. Misra
Prakhar Prashant
Ramakrishnan Raman
Nripendra P. Rana
Sujeet Kumar Sharma
Nitin Upadhyay
Michael D. Williams
Ying Wang
N. Herron
Steven P. Bachman
Justin Moat
Andrew Hill
Javier de la Torre
Ben Scott
Raghu Ganti
Fan Ye
Hui Lei
Jesse W.-H. Li
John C. Vederas
Bin Yu
Karl Kumbier
William J. Murdoch
Chandan Singh
Reza Abbasi-Asl
David Collier
Robert Adcock
Janet M. Box‐Steffensmeier
Henry E. Brady
Cristóbal Romero
Sebastián Ventura
Enrique García Salcines
Alexander Fink
Jacqueline Kosecoff
M R Chassin
Robert H. Brook
Aniket Kittur
Ed H.
Bongwon Suh
Lichan Hong
Peter Pirolli
Yaguo Lei
Naipeng Li
Liang Guo
Ningbo Li
Tao Yan
Jing Lin
Allen Rubin
Earl R. Babbie
Claire McQuin
Allen Goodman
Vasiliy S. Chernyshev
Lee Kamentsky
Beth A. Cimini
Kyle W. Karhohs
Minh Doan
Liya Ding
Susanne M. Rafelski
Derek Thirstrup
Winfried Wiegraebe
Shantanu Singh
Tim Becker
Juan Carlos Caicedo
Anne E. Carpenter
Travers Ching
Daniel Himmelstein
Brett K. Beaulieu‐Jones
Alexandr A. Kalinin
T. Brian
Gregory P. Way
Enrico Ferrero
Paul‐Michael Agapow
Michael Zietz
Michael M. Hoffman
Wei Xie
Gail Rosen
Benjamin J. Lengerich
Johnny Israeli
Jack Lanchantin
Stephen Woloszynek
Avanti Shrikumar
Jinbo Xu
Evan M. Cofer
Christopher A. Lavender
Srinivas C. Turaga
Amr M. Alexandari
Zhiyong Lu
David J. Harris
David DeCaprio
Yanjun Qi
Anshul Kundaje
Yifan Peng
Laura K. Wiley
Marwin Segler
Simina M. Boca
S. Joshua Swamidass
Austin Huang
Anthony Gitter
Casey S. Greene
Léon Brillouin
R. W. Hellwarth
Thierry Kogej
Christian Tyrchan
Mark P. Waller
David C. Carslaw
Karl Ropkins
Robert M. Parrish
Lori A. Burns
Daniel G. A. Smith
Andrew C. Simmonett
A. Eugene DePrince
Edward G. Hohenstein
Uğur Bozkaya
Alexander Yu. Sokolov
Roberto Di Remigio
Ryan M. Richard
Jérôme F. Gonthier
Andrew M. James
Harley R. McAlexander
Ashutosh Kumar
Masaaki Saitow
Prakash Verma
Henry F. Schaefer
Konrad Patkowski
Rollin A. King
Edward F. Valeev
Francesco A. Evangelista
Justin M. Turney
T. Daniel Crawford
C. David Sherrill
Peter Bjødstrup Jensen
Søren Brunak
Elı́as Campo
Steven H. Swerdlow
Nancy L. Harris
Stefano Pileri
Harald Stein
Elaine S. Jaffe
Leib Litman
Jonathan Robinson
Tzvi Abberbock
Noel Codella
David Gutman
M. Emre Celebi
Brian Helba
Michael A. Marchetti
Stephen W. Dusza
Aadi Kalloo
Konstantinos Liopyris
Nabin K. Mishra
Harald Kittler
Allan C. Halpern
Gill Windle
Kate Bennett
Jane Noyes
Wade A. Smith
Robert B. Randall
Reed M. Izatt
Krystyna Pawlak
Jerald S. Bradshaw
Ronald L. Bruening
Keith Beven
Francesca Pianosi
Jim Freer
Jim W. Hall
J Rougier
David B. Stephenson
Thorsten Wagener
S J Pocock
David G. Kleinbaum
L L Kupper
Hal Morgenstern
Leilani H. Gilpin
David Bau
Ben Z. Yuan
Ayesha Bajwa
Michael A. Specter
Lalana Kagal
Kevin A. Hoff
Masooda Bashir
Tim Baines
Howard Lightfoot
S. Evans
Andy Neely
Richard Greenough
Joe Peppard
Rajkumar Roy
Essam Shehab
Ashley Braganza
Ashutosh Tiwari
J.R. Alcock
Jonathan Angus
Marko Bastl
Alan Cousens
P.E. Irving
Mark Johnson
Jennifer Kingston
Helen Lockett
Veronica Martinez
P Michele
David Tranfield
I. Walton
Hugh Wilson
Chris Adams
Mike Kennerley
Bahador Khaleghi
Alaa Khamis
Fakhreddine Karray
Saiedeh Razavi
Paul Yager
Thayne L. Edwards
Elain Fu
Kristen Helton
Kjell E. Nelson
Milton R. Tam
Bernhard H. Weigl
Jelena Mirković
Peter Reiher
Yiran Dong
Chao‐Ying Joanne Peng
Larry E. Toothaker
Leona S. Aiken
Duane T. Wegener
M. Hassan Murad
Shahnaz Sultan
Samir Haffar
Fateh Bazerbachi
Mary Dixon‐Woods
Shona Agarwal
David R. Jones
Bridget Young
Alex J. Sutton
Satish Nambisan
Mike Wright
Maryann P. Feldman
Dale E. Seborg
Thomas F. Edgar
Duncan A. Mellichamp
W. W. Cooper
Lawrence M. Seiford
Joe Zhu
A. Charnes
Xiaosheng Si
Wenbin Wang
Chang-Hua Hu
Dong-Hua Zhou
Douglas Thain
Todd Tannenbaum
Miron Livny
Erik H. Murchie
Tracy Lawson
David J. Lunn
David J. Spiegelhalter
Andrew C. Thomas
Nicky Best
Kyle Strimbu
Jorge A. Tavel
Beth Dawson‐Saunders
Robert G. Trapp
Jacques A. Hagenaars
Leo A. Goodman
Allan L. McCutcheon
Jeroen K. Vermunt
P.G.M. van der Heijden
Marcel A. Croon
Ulf Böckenholt
Anton K. Formann
C. Mitchell Dayton
Linda M. Collins
Rolf Langeheine
Tamás Rudas
Michel Wedel
Christopher Winship
Inbal Nahum‐Shani
Shawna N. Smith
Bonnie Spring
Katie Witkiewitz
Ambuj Tewari
Susan A. Murphy
T. B. Anderson
R. Jackson
John C. Van Wagoner
Henry W. Posamentier
R. M. Mitchum
Peter R. Vail
J. Frederick Sarg
T. S. Loutit
Jan Hardenbol
Stefano Curtarolo
Gus L. W. Hart
Marco Buongiorno Nardelli
Natalio Mingo
Stefano Sanvito
Ohad Levy
Ragunathan Rajkumar
Insup Lee
Lui Sha
John A. Stankovic
Florian Prinz
Thomas Schlange
Khusru Asadullah
Matt J. Keeling
Ken Eames
Jens Bleiholder
Felix Naumann
Nicola Rieke
Jonny Hancox
Wenqi Li
Fausto Milletarì
Holger R. Roth
Shadi Albarqouni
Spyridon Bakas
Mathieu Galtier
Bennett A. Landman
Klaus Maier‐Hein
Sébastien Ourselin
Micah Sheller
Ronald M. Summers
Andrew Trask
Daguang Xu
Maximilian Baust
M. Jorge Cardoso
Job Dekker
Marc A. Martı́-Renom
Yongxin Liao
Fernando Deschamps
Eduardo de Freitas Rocha Loures
Luiz Felipe Pierin Ramos
Daniele Ravì
Charence Wong
Fani Deligianni
Melissa Berthelot
Javier Andreu-Pérez
Benny Lo
David Gunning
Mark Stefik
Jaesik Choi
Tim Miller
Simone Stumpf
Uthayasankar Sivarajah
Muhammad Mustafa Kamal
Zahir Irani
Vishanth Weerakkody
Christian Nitzl
José L. Roldán
Gabriel Cepeda‐Carrión
Craig Knox
Vivian Law
Timothy Jewison
P. Liu
Sowath Ly
Alex Frolkis
Allison Pon
K. Banco
C. Mak
Vanessa Neveu
Yannick Djoumbou-Feunang
Roman Eisner
An Chi Guo
David S. Wishart
Leonid Chepelev
Janna Hastings
Gareth Owen
Eoin Fahy
Christoph Steinbeck
Shankar Subramanian
Evan Bolton
Russell Greiner
Richard Challis
E. G. Richards
Jeena Rajan
Mark Blaxter
Marilyn Domas White
Emily Marsh
Enrique Estellés-Arolas
Fernando González-Ladrón-de-Guevara
Weitao Yang
Wilfried J. Mortier
Günter Blöschl
Murugesu Sivapalan
Behnam Fahimnia
Joseph Sarkis
Hoda Davarzani
Iain Murray
Matthew Graham
Clemens Vonrhein
Claus Flensburg
Peter M. Keller
Andrew Sharff
Oliver S. Smart
W. A. Paciorek
Thomas Womack
G. Bricogne
T.W. Schultz
Patric Amcoff
Elisabet Berggren
F. Gautier
Martina Klarić
Derek J. Knight
Catherine Mahony
Michael Schwarz
Andrew White
Frank Biocca
Chad Harms
Judee K. Burgoon
Brian L. Sullivan
Christopher Wood
Marshall J. Iliff
Rick Bonney
Daniel Fink
Steve Kelling
Jocelyn L. Aycrigg
Jessie H. Barry
Nicholas E. Bruns
Caren B. Cooper
Theo Damoulas
André A. Dhondt
Thomas G. Dietterich
Andrew Farnsworth
John W. Fitzpatrick
Thomas Fredericks
Jeff Gerbracht
Carla P. Gomes
Wesley M. Hochachka
Carl Lagoze
Frank A. La Sorte
Matthew Merrifield
W. F. Morris
Tina Phillips
Mark Reynolds
Amanda D. Rodewald
Kenneth V. Rosenberg
Nancy M. Trautmann
Andrea Wiggins
David W. Winkler
Weng‐Keen Wong
Jun Yu
Jennifer Shirk
Heidi L. Ballard
Abraham J. Miller‐Rushing
Julia K. Parrish
Malte D. Luecken
Fabian J. Theis
David Lähnemann
Ewa Szczurek
Davis J. McCarthy
Stephanie C. Hicks
Mark D. Robinson
Catalina A. Vallejos
Kieran R. Campbell
Niko Beerenwinkel
Ahmed Mahfouz
Luca Pinello
Pavel Skums
Alexandros Stamatakis
Camille Stephan‐Otto Attolini
Samuel Aparício
Jasmijn A. Baaijens
Marleen Balvert
Buys de Barbanson
Antonio Cappuccio
Giacomo Corleone
Bas E. Dutilh
Maria Florescu
Victor Guryev
Rens Holmer
Katharina Jahn
Thamar Jessurun Lobo
Emma M Keizer
Indu Khatri
Szymon M. Kiełbasa
Jan O. Korbel
Alexey M. Kozlov
Tzu-Hao Kuo
Boudewijn P. F. Lelieveldt
Ion Măndoiu
Tobias Marschall
Amir Niknejad
Alicja Rączkowska
Marcel Reinders
Jeroen de Ridder
Antoine-Emmanuel Saliba
Antonios Somarakis
Huan Yang
Alex Zelikovsky
Alice C. McHardy
Benjamin J. Raphael
Sohrab P. Shah
Alexander Schönhuth
Daniel A. Dias
Sylvia Urban
Ute Roessner
Daniel S. Fabricant
N.R. Farnsworth
Gregory Piateski
Jianxing He
Sally L. Baxter
Jiming Xu
Xingtao Zhou
Kang Zhang
Michael J. Berry
Gordon S. Linoff
M. J. Berry
Janis L. Dickinson
Benjamin Zuckerberg
David N. Bonter
Hyejin Kim
Justine S. Sefcik
Christine Bradway
Russell E. Glasgow
Samantha M. Harden
Bridget Gaglio
Borsika A. Rabin
Matthew Lee Smith
Gwenndolyn C. Porter
Marcia G. Ory
Paul A. Estabrooks
Stuart Russell
Peter Norvig
Alon Halevy
Fernando Pereira
Guanling Chen
David Kotz
Ali Borji
Laurent Itti
Conrad L. Schoch
Stacy Ciufo
Michael Domrachev
Carol L. Hotton
Sivakumar Kannan
Rogneda Khovanskaya
Detlef D. Leipe
Richard McVeigh
Kathleen O’Neill
Barbara Robbertse
Shobha Sharma
Vladimir Soussov
John P. Sullivan
Lu Sun
Seán Turner
Rachel E. Sherman
Steven A. Anderson
Gerald J. Dal Pan
Gerry Gray
Thomas P. Gross
Nina L. Hunter
Lisa M. LaVange
Danica Marinac‐Dabic
Peter Marks
Melissa A. Robb
Jeffrey Shuren
Robert Temple
Janet Woodcock
Lilly Q. Yue
Robert M. Califf
Thomas B. Moeslund
Erik Granum
Jing Yang
Parker B. Antin
Cédric Blanpain
Thomas Brabletz
Marianne Bronner‐Fraser
Kyra Campbell
Amparo Cano
Jordi Casanova
Gerhard Christofori
Shoukat Dedhar
Rik Derynck
Heide L. Ford
Jonas Fuxe
Antonio García de Herreros
Gregory J. Goodall
Anna‐Katerina Hadjantonakis
Ruby Yun‐Ju Huang
Chaya Kalcheim
Raghu Kalluri
Yibin Kang
Yeesim Khew‐Goodall
Herbert Levine
Jinsong Liu
Gregory D. Longmore
Sendurai A. Mani
Joan Massagué
Roberto Mayor
David R. McClay
Keith E. Mostov
Donald F. Newgreen
M. Ángela Nieto
Alain Puisieux
Raymond B. Runyan
Pierre Savagner
Ben Z. Stanger
Marc P. Stemmler
Yoshiko Takahashi
Masatoshi Takeichi
Eric Théveneau
Jean Paul Thiery
Erik W. Thompson
Robert A. Weinberg
Elizabeth D. Williams
Jianhua Xing
Binhua P. Zhou
Guojun Sheng
James J. Thomas
Kristin Cook
Michelle O’Reilly
Nicola Parker
Dawn C. Parker
Steven M. Manson
Marco A. Janssen
Matthew J. Hoffmann
Peter Deadman
Riashat Islam
Philip Bachman
Joëlle Pineau
Doina Precup
David Meger
Samuel Fosso Wamba
Angappa Gunasekaran
Shahriar Akter
Steven Ji-fan Ren
Rameshwar Dubey
Stephen J. Childe
Andrew Edwards
Geoffrey Chopin
Denis Gnanzou
Gang Wang
Eric W.T. Ngai
Θάνος Παπαδόπουλος
Buddhisha Udugama
Pranav Kadhiresan
H Kozłowski
Ayden Malekjahani
Matthew Osborne
Vanessa Y. C. Li
Hongmin Chen
Samira Mubareka
Jonathan B. Gubbay
Warren C. W. Chan
Charlotte M. Echtner
J. R. Brent Ritchie
Marijn Janssen
Yannis Charalabidis
Anneke Zuiderwijk
Sean J. Taylor
Benjamin Letham
Michael Röder
Andreas Both
Alexander Hinneburg
Louis Rea
Richard A. Parker
Joshua C. Denny
Joni L. Rutter
Anthony Philippakis
Jordan W. Smoller
G. Mark Jenkins
Eric Dishman
Michael Drummond
Tom Jefferson
Carmen Moreno
Til Wykes
Silvana Galderisi
Merete Nordentoft
Nicolás Crossley
Nev Jones
Mary Cannon
Christoph U. Correll
Louise Byrne
Sarah Carr
Eric Chen
Philip Gorwood
Sonia Johnson
Hilkka Kärkkäinen
John H. Krystal
Jimmy Lee
Jeffrey A. Lieberman
Carlos López‐Jaramillo
Miia Männikkö
Michael R. Phillips
Hiroyuki Uchida
Eduard Vieta
Antonio Vita
Celso Arango
Carsten Hjorthøj
Anne Emilie Stürup
John J. McGrath
Pasquale Lops
Marco de Gemmis
Giovanni Semeraro
Yulan Guo
Hanyun Wang
Qingyong Hu
Hao Liu
Li Liu
Mohammed Bennamoun
Luiz André Barroso
Urs Hölzle
Anne E. Magurran
Brian J. McGill
Rampal S. Etienne
John S. Gray
Marti J. Anderson
Habtamu Benecha
María Dornelas
Brian J. Enquist
Jessica L. Green
Fangliang He
Allen H. Hurlbert
Pablo A. Marquet
Brian A. Maurer
Annette Ostling
Candan U. Soykan
Karl Inne Ugland
Ethan P. White
Ana Reyna
Cristian Martín
Jaime Chen
Enrique Soler
Manuel Dı́az
Cláudia S. Sarrico
Robert G. Dyson
R. Allen
Ana S. Camanho
Victor V. Podinovski
Estelle Shale
A. Murat Eren
Özcan C. Esen
Christopher Quince
Joseph H. Vineis
Hilary G. Morrison
Mitchell L. Sogin
Tom O. Delmont
Patrick J. Curran
Daniel J. Bauer
Khawla Obeidat
Diane Losardo
A. W. F. Edwards
J Ott
Zhi Zhou
Xu Chen
En Li
Liekang Zeng
Ke Luo
Junshan Zhang
Alice B. Popejoy
Stephanie M. Fullerton
José M. Padial
Aurélien Miralles
Ignacio De la Riva
Miguel Vences
Pervez Ghauri
Kjell Grønhaug
Roger Strange
Wayne E. Nelson
Yuen-Chai Tong
J K Lee
F Halberg
Rossitza Setchi
Ivan Jordanov
Robert J. Howlett
Lakhmi C. Jain
Michel Callon
J Courtial
Françoise Laville
Norden E. Huang
Zhaohua Wu
Riccardo Poli
William B. Langdon
Nicholas Freitag McPhee
William J. Sutherland
Andrew S. Pullin
Paul M. Dolman
Teri Knight
Keith G. Provan
Amy Fish
Jörg Sydow
Rym Boulkedid
Hendy Abdoul
Marine Loustau
Olivier Sibony
Corinne Alberti
M.R. Banham
Aggelos K. Katsaggelos
Felix Scholkmann
Stefan Kleiser
Andreas Metz
Raphael Zimmermann
Juan Mata Pavia
Ursula Wolf
Martin Wolf
Bertram Ludäscher
İlkay Altıntaş
Chad Berkley
Dan Higgins
E. Jaeger
Matthew B. Jones
Edward A. Lee
Jing Tao
Yang Zhao
Willem M. de Vos
Herbert Tilg
Matthias Van Hul
Patrice D. Cani
Rachel Jordan
Peymané Adab
Kar Keung Cheng
Achal Dhariwal
Jasmine Chong
Salam M. Habib
Irah L. King
Luis B. Agellon
Jianguo Xia
Peng Liu
Guangyan Zhou
Othman Soufan
Jessica Ewald
Robert E. W. Hancock
Niladri Basu
Zhiqiang Pang
Le Chang
Orçun Haçarız
Gabriel L. Schlomer
Sheri Bauman
Noel A. Card
Audris Mockus
Roy T. Fielding
James D. Herbsleb
Ana-Maria Popescu
Oren Etzioni
David Jones
Chris Snider
Aydin Nassehi
Jason Yon
Ben Hicks
Peter Bhlmann
Sara van de Geer
Peter Bühlmann
M. S. Dresselhaus
G. Dresselhaus
Phaedon Avouris
Adrian Bowman
Adelchi Azzalini
AnHai Doan
Raghu Ramakrishnan
Craig Lockwood
Zachary Munn
Kylie Porritt
Sandeep Moola
Dagmara Riitano
Karolina Lisy
Jody Fitzpatrick
James R. Sanders
Blaine R. Worthen
Arch G. Woodside
Ilias O. Pappas
Niroshinie Fernando
Seng W. Loke
Wenny Rahayu
Ronen Feldman
James R. Sanger
Matthew J. C. Crump
John V. McDonnell
Todd M. Gureckis
Tom Oinn
Matthew Addis
Justin Ferris
Darren Marvin
Martin Senger
Mark Greenwood
Tim Carver
Kevin Glover
Matthew Pocock
Peter Li
Daniel H. Huson
Sina Beier
Isabell Flade
Anna Górska
Mohamed El-Hadidi
Suparna Mitra
Hans‐Joachim Ruscheweyh
Rewati Tappu
Nico Weber
Stephan C. Schuster
Joses Ho
Tayfun Tumkaya
Sameer Aryal
Hyungwon Choi
Adam Claridge‐Chang
Abbas Cheddad
Joan Condell
Kevin Curran
Paul Mc Kevitt
Kimberly A. Selkoe
Robert J. Toonen
Charles M. Macal
Michael North
Florian Tschorsch
Björn Scheuermann
Saeed Aghabozorgi
Ali Seyed Shirkhorshidi
Teh Ying Wah
Mushtaq Ahmad Shah
Khomane Harish
Shradha
Kutlu Hansda
Diksha Chowdhury
Sakshi Yadav
Garrett K. Mandeville
John Roscoe
Eleftherios Garyfallidis
Matthew Brett
Bagrat Amirbekian
Stéfan van der Walt
Maxime Descoteaux
Ian Nimmo‐Smith
Jerry R. Thomas
Jack Nelson
Kuan-Mu Yao
Mohammad T. Habibian
Charles R. O’Melia
Philipp Probst
Marvin N. Wright
Anne‐Laure Boulesteix
Barbara B. Flynn
Sadao Sakakibara
Roger G. Schroeder
Kimberly Bates
Edward J. Flynn
Leonard Berkowitz
Mark P. Zanna
James M. Olson
Ulric Neisser
Gwyneth M. Boodoo
Jr. Bouchard Thomas J.
A. Wade Boykin
Nathan Brody
Stephen J. Ceci
Diane F. Halpern
John C. Loehlin
Robert Perloff
Robert J. Sternberg
Susana Urbina
Dominique Lord
Fred Mannering
Chandra R. Bhat
Rafael A. Calvo
Sidney K. D’Mello
Ulrich E. Steiner
Thomas Ulrich
John E. Mottershead
Michael I. Friswell
Kevin J. Gaston
Tim M. Blackburn
Anthony J. Onwuegbuzie
Wendy B. Dickinson
Nancy L. Leech
Annmarie Gorenc Zoran
Guy Paré
Marie-Claude Trudel
Mirou Jaana
Spyros Kitsiou
D. W. F. van Krevelen
Ronald Poelman
D. MacDougall
Warren B. Crummett
et al.
Mohsen Jamali
Martin Ester
Michael Gusenbauer
Neal Haddaway
Thomas Sander
Joël Freyss
Modest von Korff
Christian Rufener
Christos Kopanos
Vasilis Tsiolkas
Alexandros Kouris
Charles E. Chapple
Monica Albarca Aguilera
Richard J. Meyer
Andreas Massouras
Alison Mackey
Susan M. Gass
Yong Rui
Thomas S. Huang
Shih‐Fu Chang
Meyer Dwass
S. Kullback
Mohammed J. Zaki
Wagner Meira
Sanzo Miyazawa
Robert L. Jernigan
Ashley N. Castleberry
Amanda Nolen
Evelien Otte
Ronald Rousseau
Gary Mavko
Tapan Mukerji
Jack Dvorkin
Dmitry Ivanov
Alexandre Dolgui
Boris Sokolov
George Siemens
Phil Long
Kadir Amasyali
Nora El-Gohary
Edmond Awad
Sohan Dsouza
Richard Kim
Jonathan Schulz
Joseph Henrich
Azim Shariff
Jean‐François Bonnefon
Iyad Rahwan
Robert Boyd
Peter J. Richerson
Vinod P. Shah
Kamal K. Midha
John W. A. Findlay
Howard Hill
James D. Hulse
Iain J. McGilveray
Gordon McKay
Krys J. Miller
Rabindra Patnaik
Mark L. Powell
Alfred Tonelli
C.T. Viswanathan
Avraham Yacobi
Joel R. Evans
Anil Mathur
Thuy Nguyen Thi Thu
Grenville Armitage
Alberto Martín‐Martín
Enrique Orduña‐Malea
Mike Thelwall
Emilio Delgado López‐Cózar
Kevan Buckley
George Paltoglou
Seyedmohsen Hosseini
Kash Barker
José Emmanuel Ramirez‐Marquez
Sallie A. Marston
John Paul Jones
Keith Woodward
Chong Wang
David M. Blei
John J. Horton
Richard Zeckhauser
Gabriel Peyré
Marco Cuturi
Iván Herman
Guy Mélançon
Michael S. Marshall
Pallavi Sethi
Smruti R. Sarangi
Tian Li
Anit Kumar Sahu
Ameet Talwalkar
Virginia Smith
Marco R. Steenbergen
Bradford Jones
Rubén Álvarez
Nathaniel Beck
Lawrence Wu
Hongming Chen
Ola Engkvist
Yinhai Wang
Marcus Olivecrona
Daniel W. Otter
Julian Richard Medina
Jugal Kalita
Nancy L. Kondracki
Nancy S. Wellman
Daniel Amundson
Ian P. Wilkinson
Richard J. Light
David B. Pillemer
Moysés Szklo
F. Javier Nieto
Jane L. Forrest
E. D. Aberle
H. B. Hedrick
Judge
R. A. Merkel
Hamed Jelodar
Yongli Wang
Chi Yuan
Xia Feng
Xiahui Jiang
Yanchao Li
Liang Zhao
Péter Pulay
Géza Fogarasi
Gábor Pongor
James E. Boggs
A. Vargha
Antonio Ortega
Pascal Frossard
Jelena Kovačević
José M. F. Moura
Pierre Vandergheynst
A. P. Dawid
S. Kotz
Norman L. Johnson
Campbell B. Read
Jairo H. Migueles
Cristina Cadenas‐Sánchez
Ulf Ekelund
Christine Delisle Nyström
José Mora-González
Marie Löf
Idoia Labayen
Jonatan R. Ruiz
Francisco B. Ortega
Rampi Ramprasad
Rohit Batra
Ghanshyam Pilania
Arun Mannodi‐Kanakkithodi
Chiho Kim
Kerstin Howe
William Chow
Joanna Collins
Sarah Pelan
Damon-Lee Pointon
Ying Sims
James Torrance
Alan Tracey
Jonathan Wood
Allen S. Lee
Richard Baskerville
A. Trevor Wood‐Harper
Alan R. Aronson
François-Michel Lang
Anne‐Wil Harzing
Satu Alakangas
Andrew B. Shreiner
John Y. Kao
Vincent B. Young
HongGuang Sun
Dumitru Băleanu
Wen Chen
YangQuan Chen
G Harding
SJ Nettleton
Kmg Taylor
Purvesh Khatri
Marina Sirota
Atul J. Butte
Sorin Drăghici
Adi L. Tarca
K. Amin
A. Done
Călin Voichiţa
Constantin Georgescu
Roberto Romero
Ton de Jong
Wouter van Joolingen
Anthony O’Hagan
Caitlin E. Buck
Alireza Daneshkhah
J. Richard Eiser
Paul H. Garthwaite
David J. Jenkinson
Jeremy E. Oakley
Tim Rakow
Shin Ta Liu
Robert T. Clemen
Gregory Makoul
Marla L. Clayman
Fabrice de Chaumont
Stéphane Dallongeville
Nicolas Chenouard
Nicolas Hervé
I. Pop
Thomas Provoost
Vannary Meas‐Yedid
Praveen Pankajakshan
Thierry Lecomte
Yoann Le Montagner
Thibault Lagache
Alexandre Dufour
Jean‐Christophe Olivo‐Marín
László Monostori
Botond Kádár
Thomas Bauernhansl
Shinsuke Kondoh
Soundar Kumara
G. Reinhart
Olaf Sauer
Günther Schuh
Wilfried Sihn
Kazushi Ueda
Markus Muttenthaler
Glenn F. King
David J. Adams
Paul F. Alewood
Yu Zheng
Licia Capra
Ouri Wolfson
Hai Yang
Jing Yuan
Xing Xie
Jason Yosinski
Jeff Clune
Anh Mai Nguyen
Thomas J. Fuchs
Hod Lipson
Stefan Stieglitz
Linh Dang-Xuan
Herbert Rubenstein
John B. Goodenough
Cha Zhang
Yunqian Ma
Janice M. Morse
Peggy‐Anne Field
Yonina C. Eldar
Mark A. Davenport
Alexey Castrodad
Moshe Mishali
José Antonio Urigüen
Roman Vershynin
Jarvis Haupt
Weiyu Xu
Thomas Blumensath
Andrea Montanari
Robert Calderbank
Gitta Kutyniok
Arvind Ganesh
Marco F. Duarte
Delwyn Goodrick
Patricia Rogers
Paul Raccuglia
Katherine C. Elbert
Philip Adler
Casey Falk
Malia B. Wenny
Aurelio Mollo
Mat­thias Zeller
Sorelle A. Friedler
Joshua Schrier
Alexander J. Norquist
Paul C. Tang
Joan S. Ash
David W. Bates
J. Marc Overhage
Daniel Z. Sands
Suchi Saria
