Work_ID,Title,Year,Cited_by,Authors,Author_IDs,Concepts
W1992985800,Commentary: The Materials Project: A materials genome approach to accelerating materials innovation,2013,10545,Anubhav Jain; Shyue Ping Ong; Geoffroy Hautier; Wei Chen; William D. Richards; Stephen Dacek; Shreyas Cholia; Dan Gunter; David Skinner; Gerbrand Ceder; Kristin A. Persson,A5003640520; A5002723657; A5027208775; A5100344385; A5109880306; A5070799902; A5060911052; A5027568646; A5012176604; A5014983956; A5037535334,Materials processing; Systems engineering; Nanotechnology
W3131055609,Twelve years of SAMtools and BCFtools,2021,10542,Petr Danecek; James Bonfield; Jennifer Liddle; John Marshall; Valeriu Ohan; Martin Pollard; Andrew Whitwham; Thomas Keane; Shane McCarthy; Robert M. Davies; Heng Li,A5038201103; A5023437941; A5057837590; A5076754703; A5042724002; A5030711232; A5053851717; A5057637553; A5030669774; A5027246128; A5100338825,Documentation; Computer science; Software
W1489838709,Experimental Design and Data Analysis for Biologists,2002,10491,Gerry P. Quinn; Michael J. Keough,A5105462855; A5038818929,Computer science; Exploratory data analysis; Linear model
W2057012437,Information Systems Success: The Quest for the Dependent Variable,1992,10485,William DeLone; Ephraim R. McLean,A5029249959; A5101196513,Taxonomy (biology); Knowledge management; Information system
W2977883299,FSL,2011,10481,Mark Jenkinson; Christian F. Beckmann; Timothy E.J. Behrens; Mark W. Woolrich; Stephen M. Smith,A5004220534; A5057492639; A5032723566; A5088377480; A5066553010,Computer science; Software; Diffusion MRI
W3004157836,"<i>Numerical Recipes, The Art of Scientific Computing</i>",1987,10373,William H. Press; Brian P. Flannery; Saul A. Teukolsky; William T. Vetterling; Harvey Gould,A5021973169; A5064306655; A5078691132; A5006598303; A5031998394,Physics; Theoretical physics; Computational science
W1587682423,Applied Longitudinal Data Analysis,2003,10370,J. David Singer; John B. Willett,A5089745946; A5005515303,Coaching; Presentation (obstetrics); Psychology
W2155418451,Exact stochastic simulation of coupled chemical reactions,1977,10364,Daniel T. Gillespie,A5048885091,Citation; Computer science; Icon
W2796700885,The Statistical Analysis of Failure Time Data.,1981,10298,Murray Aitkin; John D. Kalbfleisch; Ross L. Prentice,A5025961197; A5082687539; A5063755496,Computer science; Statistics; Econometrics
W2143891888,Causality,2009,10247,Judea Pearl,A5108208924,Causation; Counterfactual thinking; Pearl
W1969761972,R: A Language for Data Analysis and Graphics,1996,10213,Ross Ihaka; Robert Gentleman,A5089267023; A5039040940,Software portability; Computer science; Computational statistics
W2122646361,Anomaly detection,2009,10077,Varun Chandola; Arindam Banerjee; Vipin Kumar,A5003851078; A5014459472; A5100645812,Computer science; Anomaly detection; Domain (mathematical analysis)
W2171960770,Toward the next generation of recommender systems: a survey of the state-of-the-art and possible extensions,2005,10052,Gediminas Adomavičius; Alexander Tuzhilin,A5056123613; A5016384155,Recommender system; Computer science; Field (mathematics)
W2141708418,Amazon's Mechanical Turk,2011,9938,Michael D. Buhrmester; Tracy Kwang; Samuel D. Gosling,A5039640161; A5056421744; A5077287995,Amazon rainforest; Compensation (psychology); Data collection
W3175752499,clusterProfiler 4.0: A universal enrichment tool for interpreting omics data,2021,9906,Tianzhi Wu; Erqiang Hu; Shuangbin Xu; Meijun Chen; Pingfan Guo; Zehan Dai; Tingze Feng; Lang Zhou; Wenli Tang; Li Zhan; Xiaocong Fu; Shanshan Liu; Xiaochen Bo; Guangchuang Yu,A5019490993; A5027301155; A5000421632; A5101815066; A5066459211; A5112627872; A5015160001; A5014705738; A5019245678; A5036113185; A5027893979; A5100417148; A5102983020; A5027320896,Computational biology; Omics; Data science
W2954996726,A survey on Image Data Augmentation for Deep Learning,2019,9905,Connor Shorten; Taghi M. Khoshgoftaar,A5051577117; A5089170562,Computer science; Overfitting; Deep learning
W2118202495,Practical Statistics for Medical Research,1990,9877,Douglas G. Altman,A5042962646,Medical statistics; Statistics; Computer science
W2150104072,A General Inductive Approach for Analyzing Qualitative Evaluation Data,2006,9760,David R. Thomas,A5068974770,Raw data; Computer science; Set (abstract data type)
W2763766763,Thematic Analysis,2017,9726,Lorelli Nowell; Jill M. Norris; Deborah White; Nancy J. Moules,A5076200949; A5089129677; A5101869525; A5064701211,Thematic analysis; Computer science; Traceability
W2133674686,Demonstrating Rigor Using Thematic Analysis: A Hybrid Approach of Inductive and Deductive Coding and Theme Development,2006,9657,Jennifer Fereday; Eimear Muir‐Cochrane,A5058926453; A5012216354,Raw data; Coding (social sciences); Thematic analysis
W2169678694,Open Babel: An open chemical toolbox,2011,9587,Noel M. O’Boyle; Michael Banck; Craig A. James; Chris Morley; Tim Vandermeersch; Geoffrey Hutchison,A5036721569; A5037128636; A5069577668; A5056868560; A5062786836; A5069354331,Cheminformatics; Computer science; Toolbox
W2118258530,NCBI GEO: archive for functional genomics data sets—update,2012,9542,Tanya Barrett; Stephen E. Wilhite; Pierre Ledoux; Carlos Evangelista; Irene F. Kim; Maxim Tomashevsky; Kimberly A. Marshall; Katherine Phillippy; Patti M. Sherman; Michelle Holko; Andrey Yefanov; Hyeseung Lee; Naigong Zhang; C. Robertson; Nadezhda Serova; Sean Davis; Alexandra Soboleva,A5064363027; A5061635493; A5042855425; A5113728741; A5009841358; A5040359125; A5011077393; A5001119271; A5064128452; A5026954579; A5051103324; A5062524423; A5020737342; A5010046585; A5069761663; A5005450827; A5001738515,Metadata; Download; Biology
W1507004422,Mail and internet surveys : the tailored design method,2007,9518,Don A. Dillman,A5112505174,The Internet; Index (typography); Computer science
W2612166593,Cluster Analysis,1974,9459,Barry J. Everitt; Sabine Landau; Morven Leese,A5040428174; A5033962321; A5110273270,Cluster analysis; Cluster (spacecraft); Multivariate statistics
W1983981789,Document Analysis as a Qualitative Research Method,2009,9424,Glenn A. Bowen,A5012329290,Function (biology); Grounded theory; Context (archaeology)
W1996423252,EMBOSS: The European Molecular Biology Open Software Suite,2000,9303,Peter Rice; Ian Longden; Alan J. Bleasby,A5109116797; A5105370311; A5055959749,Biology; Suite; Software
W2122122381,A Survey of Augmented Reality,1997,9270,Ronald Azuma,A5054445163,Augmented reality; Entertainment; Virtual reality
W2896548965,Best practices in exploratory factor analysis: four recommendations for getting the most from your analysis.,2005,9173,Anna B. Costello; Jason W. Osborne,A5066267731; A5072787877,Exploratory factor analysis; Factor (programming language); Exploratory analysis
W2342249984,Data Structures for Statistical Computing in Python,2010,9037,Wes McKinney,A5067080427,Python (programming language); Computer science; Data science
W1605984840,phytools: an R package for phylogenetic comparative biology (and other things),2011,9012,Liam J. Revell,A5050952793,Phylogenetics; Phylogenetic tree; R package
W2086187432,The origins and the future of microfluidics,2006,8990,George M. Whitesides,A5051537916,Ingenuity; Microfluidics; Commercialization
W2100408980,Development of an Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,1991,8947,Gary C. Moore; Izak Benbasat,A5018594254; A5006565311,Perception; Diffusion of innovations; Knowledge management
W2925515791,Case Study Research and Applications: Design and Methods,2017,8918,Robert K. Yin,A5112624486,Research design; Field (mathematics); Exploratory research
W2069736034,The Measurement of Meaning,1957,8915,Charles E. Osgood; George J. Suci; Percy H. Tannenbaum,A5110011934; A5003393588; A5034475640,Meaning (existential); Variety (cybernetics); Test (biology)
W3151685851,Design Science in Information Systems Research,2004,8891,Hevner; March March; Jinsoo Park; Ram Ram,A5096906217; A5110280911; A5100380842; A5080614459,Information system; Computer science; Knowledge management
W2112315008,Novel methods improve prediction of species’ distributions from occurrence data,2006,8837,Jane Elith; Catherine H. Graham; Robert P. Anderson; Miroslav Dudı́k; Simon Ferrier; Antoine Guisan; Robert J. Hijmans; Falk Huettmann; John R. Leathwick; Anthony Lehmann; Jin Li; Lúcia G. Lohmann; Bette A. Loiselle; Glenn Manion; Craig Moritz; Miguel Nakamura; Yoshinori Nakazawa; Jacob McC. Overton; A. Townsend Peterson; Steven J. Phillips; Karen Richardson; Ricardo Scachetti‐Pereira; Robert E. Schapire; Jorge Soberón; Stephen E. Williams; Mary S. Wisz; Niklaus E. Zimmermann,A5032805182; A5054824197; A5088966095; A5089372170; A5041115618; A5041324397; A5044124578; A5070097821; A5109974010; A5065402497; A5100364771; A5016703383; A5088574216; A5045909355; A5073128973; A5011486492; A5107118650; A5041051767; A5026094744; A5110062251; A5111909683; A5060795255; A5084108666; A5077997924; A5061533489; A5020703904; A5031627703,Herbarium; Computer science; Context (archaeology)
W2113373290,The integrative review: updated methodology,2005,8781,Robin Whittemore; Kathleen A. Knafl,A5029092133; A5058232077,Rigour; Systematic review; Management science
W2079283960,A typology of reviews: an analysis of 14 review types and associated methodologies,2009,8714,Maria J. Grant; Andrew Booth,A5004368837; A5010647345,Typology; Terminology; Variety (cybernetics)
W1976770755,Using the framework method for the analysis of qualitative data in multi-disciplinary health research,2013,8705,Nicola Gale; Gemma Heath; Elaine Cameron; Sabina Faiz Rashid; Sabi Redwood,A5015986488; A5055782266; A5048264954; A5084197695; A5073019857,Qualitative research; Discipline; Management science
W2056754315,Describing the uncertainties in experimental results,1988,8649,R. J. Moffat,A5110874701,Computer science; Interpretation (philosophy); Sample (material)
W2127048411,Community detection in graphs,2009,8601,Santo Fortunato,A5053938061,Cluster analysis; Exposition (narrative); Cluster (spacecraft)
W2085028749,Purposeful Sampling for Qualitative Data Collection and Analysis in Mixed Method Implementation Research,2013,8587,Lawrence A. Palinkas; Sarah McCue Horwitz; Carla A. Green; Jennifer P. Wisdom; Naihua Duan; Kimberly Hoagwood,A5020392082; A5091695011; A5024094446; A5018362457; A5041535475; A5083448889,Sampling (signal processing); Computer science; Identification (biology)
W2331393505,Standards for Reporting Qualitative Research,2014,8557,Bridget C. O’Brien; Ilene Harris; Thomas J. Beckman; Darcy A. Reed; David A. Cook,A5042256913; A5044027241; A5089071297; A5070778639; A5102930007,Qualitative research; Computer science; Set (abstract data type)
W2607129810,GEPIA: a web server for cancer and normal gene expression profiling and interactive analyses,2017,8552,Zefang Tang; Chenwei Li; Boxi Kang; Ge Gao; Cheng Li; Zemin Zhang,A5103175565; A5101530362; A5052795807; A5048549975; A5100354240; A5060146570,Profiling (computer programming); Biology; Functional genomics
W2118978333,Learning from Imbalanced Data,2009,8474,Haibo He; Edwardo A. Garcia,A5112861803; A5103531837,Computer science; Data science; Raw data
W2117131162,Integrative Genomics Viewer (IGV): high-performance genomics data visualization and exploration,2012,8473,Helga Thorvaldsdóttir; James Robinson; Jill P. Mesirov,A5033125816; A5014218807; A5077622597,Visualization; Computer science; Data visualization
W1547253197,An Introduction to Qualitative Research,1998,8459,Uwe Flick,A5028263417,Qualitative research; Grounded theory; Qualitative property
W3160856016,How to conduct a bibliometric analysis: An overview and guidelines,2021,8446,Naveen Donthu; Satish Kumar; Debmalya Mukherjee; Nitesh Pandey; Weng Marc Lim,A5074473734; A5100777365; A5044093515; A5055386132; A5045594204,Bibliometrics; Field (mathematics); Data science
W1980991473,Finding the missing heritability of complex diseases,2009,8215,Teri A. Manolio; Francis S. Collins; Nancy J. Cox; David B. Goldstein; Lucia A. Hindorff; David J. Hunter; Mark I. McCarthy; Erin M. Ramos; Lon R. Cardon; Aravinda Chakravarti; Judy H. Cho; Alan E. Guttmacher; Augustine Kong; Leonid Kruglyak; Elaine R. Mardis; Charles N. Rotimi; Montgomery Slatkin; David Valle; Alice S. Whittemore; Michael Boehnke; Andrew G. Clark; Evan E. Eichler; Greg Gibson; Jonathan L. Haines; Trudy F. C. Mackay; Steven A. McCarroll; Peter M. Visscher,A5089568993; A5068242165; A5036388273; A5024558351; A5012900535; A5080921373; A5064948585; A5014083810; A5107845692; A5073552534; A5012477767; A5111622584; A5072041322; A5023392469; A5054642128; A5083621501; A5067327311; A5035657425; A5037849512; A5003810507; A5042388690; A5014870107; A5029677222; A5020266650; A5028037557; A5072347906; A5020502354,Missing heritability problem; Heritability; Genome-wide association study
W2164727176,Exploring complex networks,2001,8180,Steven H. Strogatz,A5029418921,Complex network; Perspective (graphical); Computer science
W1544133109,Qualitative research in health care: Analysing qualitative data,2000,8028,Catherine Pope,A5008365226,Data science; Qualitative research; Computer science
W1984524168,Microeconometrics,2005,8012,A. Colin Cameron; Pravin K. Trivedi,A5111971842; A5050322239,Computer science; Inference; Field (mathematics)
W1901616594,"Machine learning: Trends, perspectives, and prospects",2015,7981,Michael I. Jordan; Tom M. Mitchell,A5049812527; A5102921433,Intersection (aeronautics); Computer science; Artificial intelligence
W2064262385,Ab initio molecular orbital theory,1976,7972,Warren J. Hehre,A5052626400,Icon; Citation; Computer science
W4242289937,Data Analysis,2016,7932,Hadley Wickham,A5016175339,Visualization; Plot (graphics); Computer science
W2136451344,Design science in information systems research,2004,7923,Alan R. Hevner; Salvatore T. March; Jinsoo Park; Sudha Ram,A5059350995; A5110036805; A5100380842; A5044250210,Design science; Design science research; Artifact (error)
W4239149238,Arlequin (version 3.0): An integrated software package for population genetics data analysis,2005,7885,Laurent Excoffier; Guillaume Laval; Stefan Schneider,A5024870825; A5016800212; A5042177913,Software; Population; Fixation index
W2054692642,What Will 5G Be?,2014,7884,Jeffrey G. Andrews; Stefano Buzzi; Wan Choi; Stephen V. Hanly; Angel Lozano; Anthony C. K. Soong; Jianzhong Charlie Zhang,A5042833857; A5013919815; A5035102148; A5033806253; A5078078596; A5109203803; A5027617505,Computer science; Paradigm shift; Standardization
W2153529786,Statistical Methods in the Atmospheric Sciences,1996,7837,Philip H. Ramsey; Daniel S. Wilks,A5109074430; A5012692023,Automatic summarization; Computer science; Statistical inference
W1545460766,A primer on partial least squares structural equation modeling (PLS-SEM),2014,7746,Joseph F. Hair; G. Tomas M. Hult; Christian M. Ringle; Marko Sarstedt,A5021051472; A5043993835; A5087109003; A5053369574,Structural equation modeling; Partial least squares regression; Computer science
W3022423927,Strengthening the reporting of observational studies in epidemiology (STROBE) statement: guidelines for reporting observational studies,2007,7719,Erik von Elm; Douglas G. Altman; Matthias Egger; Stuart Pocock; Peter C Gøtzsche; Jan P. Vandenbroucke,A5054799659; A5042962646; A5077161809; A5023436129; A5002375158; A5014844709,Observational study; Strengthening the reporting of observational studies in epidemiology; Statement (logic)
W2156370397,The Temperature Dependence of Relaxation Mechanisms in Amorphous Polymers and Other Glass-forming Liquids,1955,7668,M. L. Williams; Robert F. Landel; John D. Ferry,A5106597011; A5111381493; A5111864596,Citation; Icon; Relaxation (psychology)
W2463195069,The Perseus computational platform for comprehensive analysis of (prote)omics data,2016,7650,Stefka Tyanova; Tikira Temu; Pavel Sinitcyn; Arthur Carlson; Marco Y. Hein; Tamar Geiger; Matthias Mann; Jürgen Cox,A5079425446; A5090239209; A5015711923; A5083056501; A5000110732; A5025080569; A5090940750; A5108375431,Computer science; Plug-in; Workflow
W2160660844,Mining and summarizing customer reviews,2004,7649,Minqing Hu; Bing Liu,A5010530364; A5100339927,Automatic summarization; Product (mathematics); Computer science
