Id,Label,Degree
A5059350995,Alan R. Hevner,5
A5110036805,Salvatore T. March,4
A5044250210,Sudha Ram,3
A5042833857,Jeffrey G. Andrews,6
A5013919815,Stefano Buzzi,6
A5035102148,Wan Choi,6
A5033806253,Stephen V. Hanly,6
A5078078596,Angel Lozano,6
A5109203803,Anthony C. K. Soong,6
A5027617505,Jianzhong Charlie Zhang,6
A5109074430,Philip H. Ramsey,1
A5012692023,Daniel S. Wilks,1
A5021051472,Joseph F. Hair,3
A5043993835,G. Tomas M. Hult,3
A5087109003,Christian M. Ringle,5
A5053369574,Marko Sarstedt,5
A5054799659,Erik von Elm,5
A5077161809,Matthias Egger,13
A5023436129,Stuart Pocock,13
A5014844709,Jan P. Vandenbroucke,5
A5106597011,M. L. Williams,2
A5111381493,Robert F. Landel,2
A5111864596,John D. Ferry,2
A5079425446,Stefka Tyanova,7
A5090239209,Tikira Temu,7
A5015711923,Pavel Sinitcyn,7
A5083056501,Arthur Carlson,7
A5000110732,Marco Y. Hein,7
A5025080569,Tamar Geiger,7
A5090940750,Matthias Mann,7
A5108375431,Jürgen Cox,29
A5010530364,Minqing Hu,2
A5100339927,Bing Liu,4
A5064089616,G. Socrates,0
A5109245200,Masatoshi Nei,1
A5100680948,Sudhir Kumar,5
A5075414122,Mark Newman,0
A5091069787,Emmanuel Paradis,1
A5034075696,Klaus Schliep,1
A5008695053,Ala Al‐Fuqaha,5
A5057916222,Mohsen Guizani,5
A5015767232,Mehdi Mohammadi,5
A5034854700,Mohammed Aledhari,4
A5050702557,Moussa Ayyash,4
A5021648020,Anol Bhattacherjee,0
A5100848340,Lawrence Davis,0
A5010910238,R. Dale Wilson,1
A5025339678,John W. Creswell,9
A5046139283,D.B. Miracle,1
A5002557569,O.N. Senkov,1
A5111843956,Alain F. Zuur,2
A5012910967,Elena N. Ieno,2
A5082010069,Chris S. Elphick,2
A5063130810,Mojtaba Vaismoradi,2
A5061146533,Hannele Turunen,2
A5042160716,Terese Bondas,2
A5112070799,Austin Bradford Hill,0
A5113642513,Denise F. Polit,1
A5013735719,Cheryl Tatano Beck,1
A5071546444,Pang‐Ning Tan,7
A5110874490,Michael M. Steinbach,2
A5102895947,Vipin Kumar,2
A5082346230,Robert J. Gillies,2
A5073998569,Paul E. Kinahan,2
A5021013894,Hedvig Hricak,2
A5027752201,Hannah Snyder,0
A5018152871,Oliver P. John,22
A5030475326,Sanjay Srivastava,1
A5059930710,Pamela Baxter,1
A5039868255,Susan M. Jack,1
A5045700094,Michael L. Metzker,0
A5058655480,Bo Pang,1
A5076876084,Lillian Lee,1
A5110091102,Reinhard F. Stocker,24
A5112425195,D Qin,24
A5083104240,Gian‐Kasper Plattner,26
A5019954898,Melinda Tignor,24
A5058482338,Steve Allen,24
A5032725596,Judith Boschung,24
A5112742820,T. F. Stocker,24
A5015221344,S. Allen,24
A5071081096,Alexander Nauels,24
A5026023746,Yubin Xia,24
A5016416072,Vincent Bex,24
A5111633167,Pauline M. Midgley,26
A5021549708,Meredith Collins,24
A5063323899,Reto Knutti,24
A5049667573,Julie M. Arblaster,24
A5061626712,Jean‐Louis Dufresne,24
A5002203059,Thierry Fichefet,24
A5006387896,Pierre Friedlingstein,24
A5029017675,Michael Wehner,24
A5105416815,Thomas F. Stocker,24
A5024600694,Simon J. Allen,24
A5004570761,F. M. Midgley,24
A5063538715,T. F. Stocker,24
A5100973397,Allen Sk,24
A5000889729,SG Allen,24
A5034539894,Daniel Furtado Ferreira,0
A5055658645,Yasset Pérez‐Riverol,36
A5090269921,Attila Csordás,52
A5113593955,Jingwen Bai,22
A5028799399,Manuel Bernal Llinares,22
A5037446204,Suresh Hewapathirana,22
A5029691314,Deepti J Kundu,22
A5015601976,Avinash Inuganti,22
A5001448895,Johannes Griss,36
A5056615511,Gerhard Mayer,43
A5087611420,Martin Eisenacher,43
A5041872792,Enrique Pérez,22
A5034680534,Julian Uszkoreit,22
A5038875783,Julianus Pfeuffer,22
A5053274567,Timo Sachsenberg,22
A5083259261,Şule Yılmaz,22
A5082885858,Shivani Tiwary,22
A5082871860,Enrique Audain,22
A5021806010,Mathias Walzer,22
A5044964582,Andrew F. Jarnuczak,22
A5080538573,Tobias Ternent,22
A5081419327,Alvis Brāzma,45
A5044603792,Juan Antonio Vizcaíno,52
A5073610826,Chris Beaumont,3
A5089011456,D. A. Belsley,3
A5066033987,E. Kuh,3
A5035263225,R. E. Welsch,3
A5050115521,Alejandro Barredo Arrieta,11
A5058176171,Natalia Díaz-Rodríguez,11
A5017326471,Javier Del Ser,11
A5023588408,Adrien Bennetot,11
A5057876711,Siham Tabik,11
A5064011907,Alberto Barbado,11
A5078909305,Salvador García,12
A5019181050,Sergio Gil-López,11
A5070068995,Daniel Molina,11
A5083664336,Richard Benjamins,11
A5114376610,Raja Chatila,11
A5045016749,Francisco Herrera,15
A5053584746,Carol Kilkenny,4
A5087656450,William J. Browne,29
A5004753412,Innes C. Cuthill,29
A5019284502,Michael Emerson,29
A5016515762,Gibran Hemani,19
A5072701813,Jie Zheng,19
A5082222221,Benjamin Elsworth,19
A5082997608,Kaitlin H. Wade,19
A5089885771,Valeriia Haberland,19
A5068924232,Denis Baird,19
A5007733545,Charles Laurin,19
A5087932701,Stephen Burgess,19
A5000627023,Jack Bowden,19
A5080813332,Ryan Langdon,19
A5015151267,Vanessa Y. Tan,19
A5008417296,James Yarmolinsky,19
A5034932095,Hashem A. Shihab,19
A5064383725,Nicholas J. Timpson,19
A5100719776,David M. Evans,19
A5042511675,Caroline L. Relton,19
A5065571043,Richard M. Martin,19
A5013184354,George Davey Smith,23
A5036589831,Tom R. Gaunt,19
A5057932510,Philip Haycock,19
A5055039884,Peter Bankhead,12
A5070895143,Maurice B. Loughrey,12
A5066031945,José A. Fernández,12
A5033540298,Yvonne Dombrowski,12
A5039482198,Darragh G. McArt,12
A5068930694,Philip D. Dunne,12
A5048652049,Stephen McQuaid,12
A5113798298,Ronan T. Gray,12
A5066224129,Liam Murray,12
A5065695489,Helen G. Coleman,12
A5053522042,Jacqueline A. James,12
A5045420024,Manuel Salto‐Tellez,12
A5103413599,Peter W. Hamilton,12
A5112802956,Richard F. W. Bader,0
A5040468715,Cynthia Rudin,0
A5075758326,Colin Robson,0
A5020432174,Eric Bonabeau,2
A5024091899,Marco Dorigo,2
A5087901292,Guy Théraulaz,2
A5058039205,Ian R. White,9
A5000293904,John B. Carlin,7
A5111368169,Michael Spratt,7
A5090853680,Patrick Royston,14
A5089862218,Michael G. Kenward,7
A5005247953,Angela Wood,7
A5072810129,James R. Carpenter,7
A5016949465,Jeffrey O. Kephart,1
A5006583697,David M. Chess,1
A5084790856,Ken Peffers,3
A5061965708,Tuure Tuunanen,3
A5034552192,Marcus A. Rothenberger,3
A5039903412,Samir Chatterjee,4
A5086254817,Franz Baader,4
A5077723508,Diego Calvanese,4
A5043699777,Deborah L. McGuinness,4
A5040108431,Daniele Nardi,4
A5076726764,Peter F. Patel‐Schneider,4
A5055035432,John Hulland,0
A5084580994,Paul Knochel,1
A5002388821,Gary A. Molander,1
A5006250085,Wenyi Zhao,3
A5102762707,Rama Chellappa,6
A5047918353,P. Jonathon Phillips,3
A5110520108,Azriel Rosenfeld,3
A5091191739,Franz Urban Pappi,1
A5089128381,James G. Scott,3
A5112871899,D. R. Cox,1
A5108662433,David Oakes,3
A5076319270,Jane Webster,1
A5000935199,Richard T. Watson,1
A5001694837,Leslie McCall,0
A5055760362,Micah D.J. Peters,5
A5068524232,Christina Godfrey,5
A5026812362,Hanan Khalil,5
A5034540325,Patricia McInerney,5
A5053309749,Deborah Parker,5
A5055721727,Cássia Baldini Soares,5
A5054581392,Todd D. Little,3
A5033381741,William A. Cunningham,102
A5062570416,Golan Shahar,3
A5027207733,Keith F. Widaman,22
A5003225942,R. Bechmann,2
A5007141678,R. F. S. Hearmon,2
A5082234418,S. K. Kurtz,2
A5100745350,Rui Xu,1
A5098594983,D. WunschII,1
A5108097826,Michael J. Pencina,2
A5106922614,Ralph B. D' Agostino,4
A5004656494,Ramachandran S. Vasan,2
A5014716105,Rajkumar Buyya,7
A5020462128,Chee Shin Yeo,4
A5036172590,Srikumar Venugopal,4
A5041738427,James Broberg,4
A5009158531,Ivona Brandić,4
A5068174754,Fred Glover,1
A5009078028,Manuel Laguna,1
A5100727346,Carlos González,1
A5072645125,H. Bernhard Schlegel,1
A5023033718,Emily A. Holmes,24
A5004418186,Rory C. O’Connor,24
A5044019815,V. Hugh Perry,24
A5035274081,Irene Tracey,24
A5091639078,Simon Wessely,27
A5000891136,Louise Arseneault,24
A5032708452,Clive Ballard,24
A5009347799,Helen Christensen,24
A5026872960,Roxane Cohen Silver,24
A5049509802,Ian Everall,24
A5070895823,Tamsin Ford,24
A5075519183,Ann John,24
A5059411335,Thomas Kabir,24
A5102729887,Kate King,24
A5037598689,Ira Madan,24
A5090631705,Susan Michie,24
A5001784982,Andrew K Przybylski,24
A5061717557,Roz Shafran,24
A5041062061,Angela Sweeney,24
A5062793199,Carol M. Worthman,24
A5021398510,Lucy Yardley,24
A5110440155,Katherine Cowan,24
A5039686470,Claire Cope,24
A5000331489,Matthew Hotopf,24
A5046508393,Sujeevan Ratnasingham,2
A5083044232,Paul D. N. Hebert,1
A5044405182,John Lofland,1
A5008523096,Shyam R. Chidamber,1
A5036755999,Chris F. Kemerer,1
A5048264018,Jayne F. Tierney,4
A5043048253,Davina Ghersi,4
A5058930148,Sarah Burdett,4
A5059261043,Matthew R. Sydes,4
A5001473679,Steven W. Kembel,7
A5067559132,Peter D. Cowan,7
A5049562081,Matthew R. Helmus,7
A5032093404,William K. Cornwell,7
A5084776094,Hélène Morlon,7
A5062999942,David D. Ackerly,7
A5057415770,Simon P. Blomberg,7
A5067248789,Campbell O. Webb,7
A5084515381,Eric J. Topol,0
A5048953880,David C. Van Essen,16
A5110625647,Deanna M. Barch,5
A5034283066,Essa Yacoub,16
A5054800712,Kâmil Uğurbil,16
A5087352962,O. Redlich,1
A5077431018,A. T. Kister,1
A5016891004,Norman C. Dalkey,1
A5064741862,Olaf Helmer,1
A5103061328,Fred D. Davis,0
A5032461862,Mark Hiner,6
A5026850497,Barry E. DeZonia,6
A5086682236,Alison E. Walter,6
A5072445273,Ellen T. Arena,6
A5090549112,Stéphane Dray,1
A5045723090,Anne‐Béatrice Dufour,1
A5004707651,Michael J. Crawley,0
A5108742622,Chen,2
A5098417929,Chiang,2
A5038126340,Storey,2
A5102889969,Laith Alzubaidi,9
A5101979224,Jinglan Zhang,9
A5016153721,Amjad J. Humaidi,9
A5052471696,Ayad Q. Al-Dujaili,9
A5101430356,Ye Duan,9
A5008534489,Omran Al-Shamma,9
A5010765865,José Santamaría,9
A5090966997,Mohammed A. Fadhel,9
A5036536042,Muthana Al‐Amidie,9
A5059266881,Laith Farhan,9
A5019813223,Saul Shiffman,2
A5042633565,Arthur A. Stone,6
A5077264345,Michael R. Hufford,2
A5049396774,Roy M. Anderson,1
A5080792075,Robert M. May,1
A5108354699,Jacopo Tomasi,1
A5002897076,Maurizio Persico,1
A5004411149,Michael Waskom,6
A5062672682,Thomas A. Bubolz,1
A5067335242,W. J. Dixon,1
A5035627801,Karl R. Weiss,2
A5101983506,Dingding Wang,2
A5040688597,Christopher A. Lipinski,0
A5035349918,Gergely Palla,4
A5013747794,Imre Derényi,3
A5000251403,Illés J. Farkas,3
A5066728847,Tamás Vicsek,4
A5110895923,Harry H. Harman,0
A5042386376,H. Russell Bernard,1
A5046229792,Lisa M. Given,1
A5111376235,Greg Linden,2
A5003212930,Brent Smith,2
A5112291047,Jeremy York,2
A5089259470,A. Krämer,3
A5089858446,Jeff Green,3
A5050555159,Jack Pollard,3
A5009550962,Stuart Tugendreich,3
A5060039934,Lars Onsager,0
A5030808494,Ivan Župič,1
A5055535223,Tomaž Čater,1
A5110738780,Heinz K. Klein,1
A5026709421,Michael Myers,1
A5018100309,Chaomei Chen,4
A5051386555,Elisabeth Gasteiger,116
A5034780032,Markus Raffel,0
A5045849954,Gery W. Ryan,1
A5078418188,Jennifer Attride‐Stirling,0
A5079750269,Skipper Seabold,1
A5041158660,Josef Perktold,1
A5059430118,Alex Bateman,177
A5071535801,María Martín,99
A5026050023,Sandra Orchard,196
A5004635493,Michele Magrane,99
A5072185945,Shadab Ahmad,99
A5022013017,Emanuele Alpi,116
A5004251118,Emily Bowler-Barnett,115
A5043724107,Ramona Britto,99
A5017428541,Hema Bye‐A‐Jee,99
A5072275311,Austra Cukura,99
A5011711071,Paul Denny,99
A5003981652,Tunca Doğan,99
A5061539931,ThankGod E. Ebenezer,99
A5068354146,Jun Fan,99
A5034785056,Penelope Garmiri,196
A5069349768,Leonardo Jose da Costa Gonzales,99
A5076857775,Emma Hatton-Ellis,99
A5039746207,Abdulrahman Hussein,99
A5091039507,Alexandr Ignatchenko,99
A5033654825,Giuseppe Insana,99
A5047798389,Rizwan Ishtiaq,196
A5082961445,Vishal Joshi,99
A5065438573,Dushyanth Jyothi,99
A5011296467,Swaathi Kandasaamy,99
A5021204441,Antonia Lock,99
A5001593274,Aurélien Luciani,99
A5014746229,Marija Lugaric,99
A5101690881,Jie Luo,99
A5046282166,Yvonne Lussi,99
A5084502030,Alistair MacDougall,99
A5026860748,Fábio Madeira,99
A5005013658,Mahdi Mahmoudy,99
A5059230101,Alok Mishra,99
A5090702156,Katie Moulang,99
A5027873927,Andrew Nightingale,99
A5043957302,Sangya Pundir,99
A5022542014,Guoying Qi,99
A5009279088,Shriya Raj,99
A5070853692,Pedro Raposo,99
A5059717452,Daniel L Rice,99
A5031397536,Rabie Saidi,99
A5100699539,Rafael Santos,99
A5000788984,Elena Speretta,99
A5079109301,James Stephenson,99
A5012135766,Prabhat Totoo,99
A5006316810,E. B. Turner,99
A5085094751,Nidhi Tyagi,99
A5033948789,Preethi Vasudev,99
A5048123283,Kate Warner,99
A5042565338,Xavier Watkins,99
A5035728840,Rossana Zaru,99
A5039390024,Hermann Zellner,99
A5090916579,Alan Bridge,187
A5067959898,Lucila Aimo,187
A5076479035,Ghislaine Argoud‐Puy,99
A5039823870,Andrea H Auchincloss,99
A5077863600,Kristian B. Axelsen,187
A5078746245,Parit Bansal,99
A5012694144,Delphine Baratin,116
A5110948547,Teresa M Batista Neto,99
A5064235679,Marie-Claude Blatter,99
A5078283120,Jerven Bolleman,99
A5040201934,Emmanuel Boutet,99
A5047948695,Lionel Breuza,99
A5006452414,Blanca Cabrera Gil,99
A5049924936,Cristina Casals‐Casas,99
A5096162130,Kamal Chikh Echioukh,99
A5089027967,Elisabeth Coudert,99
A5083207547,Beatrice Cuche,99
A5029434401,Edouard de Castro,162
A5059064009,Anne Estreicher,99
A5102899719,Maria Livia Famiglietti,99
A5037112209,Marc Feuermann,187
A5014365246,Pascale Gaudet,231
A5091567502,Sébastien Géhant,99
A5038353416,Vivienne Baillie Gerritsen,99
A5045938547,Arnaud Gos,99
A5042388197,Nadine Gruaz,99
A5000732341,Chantal Hulo,99
A5028177121,Nevila Hyka‐Nouspikel,187
A5076235150,Florence Jungo,99
A5019695981,Arnaud Kerhornou,110
A5091658610,Philippe Le Mercier,99
A5070436721,Damien Lieberherr,99
A5072404288,Patrick Masson,99
A5091324355,Anne Morgat,187
A5019437130,Venkatesh Muthukrishnan,99
A5037318168,Salvo Paesano,99
A5030613382,Ivo Pedruzzi,99
A5053688033,Sandrine Pilbout,99
A5052987669,Lucille Pourcel,99
A5082490970,Sylvain Poux,99
A5073745464,Monica Pozzato,99
A5074707613,Manuela Pruess,99
A5055073392,Nicole Redaschi,116
A5044580086,Catherine Rivoire,145
A5057507337,Christian Sigrist,145
A5010797069,Karin Sonesson,99
A5013855156,Shyamala Sundaram,99
A5009029178,danah boyd,1
A5033954307,Kate Crawford,1
A5019983465,Gary F. Moore,10
A5078602468,Suzanne Audrey,10
A5034608867,Mary Barker,10
A5034073351,Lyndal Bond,10
A5113781066,Chris Bonell,10
A5021371316,Wendy Hardeman,10
A5057227631,Laurence Moore,22
A5048169605,Alicia O’Cathain,12
A5065664722,Tannaze Tinati,10
A5011880042,Daniel Wight,10
A5005668534,Janis Baird,22
A5001585713,Yvan Saeys,2
A5045973875,Iñaki Inza,2
A5049812833,Pedro Larrañaga,2
A5113145311,Thomas D. Goddard,6
A5111598904,Conrad C. Huang,6
A5109200358,Elaine C. Meng,6
A5070528313,Eric F. Pettersen,6
A5109092982,Gregory S. Couch,6
A5054399637,John H. Morris,13
A5086093811,Thomas E. Ferrin,6
A5019950751,J M. Bland,1
A5015004728,David Altman,1
A5032134965,Anind K. Dey,8
A5072368469,Morgan N. Price,8
A5056352168,Julia K. Goodrich,8
A5021155495,Eric P. Nawrocki,8
A5011289872,Todd Z. DeSantis,106
A5024109766,Alexander J. Probst,8
A5035565563,Gary L. Andersen,106
A5033881627,Rob Knight,33
A5075159561,Philip Hugenholtz,79
A5102969899,Fuzhen Zhuang,7
A5053909989,Zhiyuan Qi,7
A5103914982,Keyu Duan,7
A5070602232,Dongbo Xi,7
A5101880191,Yongchun Zhu,7
A5049015446,Hengshu Zhu,7
A5101862104,Hui Xiong,7
A5100734672,Qing He,7
A5060517208,John J. Bartko,1
A5020182574,Barry Boehm,0
A5039370686,Matthias Bernt,101
A5061236888,Alexander Donath,8
A5018287540,Frank Jühling,8
A5111389452,Fabian Externbrink,8
A5004764848,Catherine Florentz,8
A5062883908,Guido Fritzsch,8
A5113524740,Joern Pütz,8
A5016253883,Martin Middendorf,8
A5016104736,Peter F. Stadler,8
A5087878724,Henry Small,0
A5052390500,Antoine Bordes,4
A5084360449,Nicolas Usunier,4
A5063933395,Alberto García-Durán,4
A5076635608,Jason Weston,4
A5033187873,Oksana Yakhnenko,4
A5047533473,Peter Spirtes,2
A5047903148,Clark Glymour,2
A5073733316,Richard Scheines,2
A5082061158,Keith F. Punch,1
A5109387322,Martı́n Abadi,6
A5002761234,Andy Chu,6
A5004271128,Ian Goodfellow,33
A5040311844,H. Brendan McMahan,6
A5068648893,Ilya Mironov,6
A5080065269,Kunal Talwar,6
A5100425468,Li Zhang,6
A5091282228,Kirsti Malterud,0
A5056997756,U.M. Feyyad,0
A5064807501,Elizabeth A. Stuart,3
A5089720802,Eric R. Ziegel,4
A5054528852,Li Da Xu,5
A5082039703,Wu He,2
A5112604661,Shancang Li,3
A5074686008,James R. Anderson,3
A5078283193,E. E. Hardy,3
A5040165887,John T. Roach,3
A5000167494,Richard E. Witmer,3
A5025248878,Usama M. Fayyad,2
A5013158304,Gregory Piatetsky-Shapiro,4
A5077460655,Padhraic Smyth,4
A5076854301,Richard A. Reyment,1
A5110555272,J. C. Davis,1
A5002938989,Amina Adadi,1
A5014403727,Mohammed Berrada,1
A5110413609,Donna L. Hoffman,1
A5103869947,Thomas P. Novak,1
A5055157793,James Manyika,0
A5089414433,Wynne W. Chin,3
A5021903031,Christopher R. Stephens,1
A5028186884,Rangan Sukumar,1
A5027959565,G. Matheron,0
A5076876024,Christian Bizer,14
A5068591642,Tom Heath,4
A5025908133,Tim Berners‐Lee,4
A5081522669,Chris Birchenhall,4
A5058987737,Philippe Lambin,19
A5055844896,Ralph T. H. Leijenaar,19
A5035749164,Timo M. Deist,19
A5048263774,Jurgen Peerlings,19
A5021233750,Evelyn E.C. de Jong,19
A5011764819,Janita E. van Timmeren,23
A5055567070,Sebastian Sanduleanu,19
A5045695654,Ruben T. H. M. Larue,19
A5008115336,Aniek J.G. Even,19
A5045307668,Arthur Jochems,19
A5043769859,Yvonka van Wijk,19
A5001892623,Henry C. Woodruff,19
A5034589930,Johan van Soest,19
A5089898016,Tim Lustberg,19
A5101801897,Erik Roelofs,19
A5057987192,Wouter van Elmpt,19
A5013513157,André Dekker,19
A5022566497,Felix M. Mottaghy,19
A5038435823,Joachim E. Wildberger,19
A5068047959,Seán Walsh,19
A5074792045,David Glick,0
A5016446179,Eric von Hippel,1
A5084390835,B. Sankur,0
A5113919823,Cort J. Willmott,0
A5100636286,Qiang Yang,61
A5100356161,Yang Liu,3
A5068882233,Tianjian Chen,3
A5051874566,Yongxin Tong,3
A5024953209,Midori A. Harris,147
A5108627090,J Clark,58
A5016748504,Amelia Ireland,72
A5069866481,Jane Lomax,58
A5069887963,Michael Ashburner,141
A5077945810,Rebecca E. Foulger,58
A5014696304,Karen Eilbeck,72
A5110261988,S. Lewis,58
A5113490495,Brad Marshall,58
A5002223413,Chris Mungall,203
A5080383736,J Richter,58
A5086255792,Gerald M. Rubin,58
A5016349593,Judith A. Blake,189
A5028990206,Carol J. Bult,58
A5051955100,M. Eileen Dolan,189
A5006288716,Harold Drabkin,191
A5006382524,Janan T. Eppig,58
A5029292423,David P. Hill,191
A5111954142,L. Ni,58
A5070528752,Martin Ringwald,58
A5056119656,Rama Balakrishnan,58
A5058567429,J. Michael Cherry,191
A5028991602,Karen Christie,189
A5009147827,Maria C. Costanzo,58
A5079846682,Selina S. Dwight,58
A5036217383,Stacia R. Engel,189
A5110925444,D. G. Fisk,58
A5081629005,Jodi Hirschman,58
A5032016778,Eurie L. Hong,58
A5086980566,Robert S Nash,138
A5113536310,Anand Sethuraman,58
A5006211367,Chandra L. Theesfeld,58
A5077542898,David Botstein,58
A5037884529,Kara Dolinski,58
A5078583145,Becket Feierbach,58
A5062305384,Tanya Berardini,144
A5051122053,Suparna Mundodi,58
A5004821374,Soo‐Yon Rhee,58
A5066667859,Rolf Apweiler,131
A5089038113,Daniel Barrell,139
A5080732225,Evelyn Camon,58
A5079493276,Emily Dimmer,58
A5100731835,Vivian Lee,58
A5028281239,Rex L. Chisholm,189
A5038170232,Warren A. Kibbe,58
A5001134499,Ranjana Kishore,58
A5026641587,Erich M. Schwarz,58
A5033624132,Paul W. Sternberg,138
A5049322594,Marta Gwinn,58
A5022086148,Linda I. Hannick,58
A5022460492,Jennifer R. Wortman,157
A5026207705,Matthew Berriman,58
A5053534930,Valerie Wood,189
A5014631196,Norie De La Cruz,58
A5028127888,Peter J. Tonellato,58
A5049418039,Pankaj Jaiswal,140
A5035278002,Trent E. Seigfried,58
A5076259865,Ryen W. White,58
A5002330321,Gerd Gigerenzer,2
A5070856464,Peter M. Todd,1
A5066384023,Jane Ritchie,1
A5103949013,Liz Spencer,1
A5110010354,Michael Greatorex,0
A5108593347,N. E. Breslow,2
A5103803344,D. R. Cox,2
A5058137544,Jan Lepš,1
A5076542300,Petr Šmilauer,2
A5031824280,Martin Wetzels,2
A5097749582,Odekerken-Schröder,2
A5097642283,van Oppen,2
A5108789892,Harmon H. Rice,0
A5038697749,Martin Rosvall,1
A5075976880,Carl T. Bergstrom,1
A5086849442,Peer C. Fiss,0
A5032007353,Bernhard Ganter,2
A5108689631,Rudolf Wille,2
A5022502918,C. Franzke,2
A5089928926,Seth Carbon,146
A5032994110,Janet L. Kolodner,0
A5113433508,Keiiti Aki,1
A5071688877,Paul G. Richards,1
A5052623072,Ben Shneiderman,0
A5083897996,Jay Shendure,1
A5057314465,Hanlee P. Ji,1
A5029355267,Tadeusz Caliński,2
A5078798103,R. G. D. Steel,2
A5110138757,J. H. Torrie,2
A5009591827,Anna Dubois,1
A5007835858,Lars‐Erik Gadde,1
A5027915011,Paul D. Adams,9
A5110342059,Ralf W. Grosse‐Kunstleve,9
A5023778323,Li‐Wei Hung,9
A5048876954,Thomas R. Ioerger,9
A5084490031,Nigel W. Moriarty,9
A5062257527,James C. Sacchettini,9
A5072228481,Nicholas K. Sauter,9
A5090015351,Thomas C. Terwilliger,9
A5045238785,Sara Balduzzi,2
A5019261801,Gerta Rücker,2
A5084243012,Guido Schwarzer,2
A5100686648,Jay Lee,5
A5068366555,Behrad Bagheri,3
A5109937762,Hung-An Kao,3
A5056350822,Lloyd W. Sumner,21
A5110550239,Alexander Amberg,21
A5056321186,David A. Barrett,21
A5104636529,Michael H. Beale,21
A5091129321,Richard D. Beger,21
A5056859247,Clare A. Daykin,21
A5070964312,Teresa W.‐M. Fan,21
A5087349635,Oliver Fiehn,21
A5059684811,Royston Goodacre,21
A5076795620,Julian L. Griffin,21
A5076255429,Thomas Hankemeier,21
A5079734062,Nigel Hardy,21
A5017895986,James M. Harnly,21
A5063823424,Richard M. Higashi,21
A5073438755,Joachim Kopka,21
A5029157205,Andrew N. Lane,21
A5028056295,John C. Lindon,21
A5083663903,Philip J. Marriott,21
A5104753981,Andrew W. Nicholls,21
